ID_2,PROVINCE,DISTRICT,AVG_HH_SIZE_2020
1995,MALATYA,YAZIHAN,3.62
1729,MALATYA,YEŞİLYURT,3.64
1751,MANİSA,AHMETLİ,2.85
1118,MANİSA,AKHİSAR,2.96
1127,MANİSA,ALAŞEHİR,3.05
1269,MANİSA,DEMİRCİ,2.73
1793,MANİSA,GÖLMARMARA,3.45
1362,MANİSA,GÖRDES,2.61
1470,MANİSA,KIRKAĞAÇ,2.91
1965,MANİSA,KÖPRÜBAŞI,2.58
1489,MANİSA,KULA,2.97
1590,MANİSA,SALİHLİ,2.96
1600,MANİSA,SARIGÖL,2.91
1606,MANİSA,SARUHANLI,3.03
1613,MANİSA,SELENDİ,2.95
1634,MANİSA,SOMA,3.07
2086,MANİSA,ŞEHZADELER,3.18
1689,MANİSA,TURGUTLU,3.16
2087,MANİSA,YUNUSEMRE,3.16
1107,KAHRAMANMARAŞ,AFŞİN,3.64
1136,KAHRAMANMARAŞ,ANDIRIN,3.11
1785,KAHRAMANMARAŞ,ÇAĞLAYANCERİT,3.47
2084,KAHRAMANMARAŞ,DULKADİROĞLU,3.83
1919,KAHRAMANMARAŞ,EKİNÖZÜ,3.55
1299,KAHRAMANMARAŞ,ELBİSTAN,3.75
1353,KAHRAMANMARAŞ,GÖKSUN,3.51
1975,KAHRAMANMARAŞ,NURHAK,3.38
2085,KAHRAMANMARAŞ,ONİKİŞUBAT,3.86
1570,KAHRAMANMARAŞ,PAZARCIK,3.74
1694,KAHRAMANMARAŞ,TÜRKOĞLU,4.22
2088,MARDİN,ARTUKLU,4.32
1787,MARDİN,DARGEÇİT,4.94
1273,MARDİN,DERİK,5.02
1474,MARDİN,KIZILTEPE,5.30
1519,MARDİN,MAZIDAĞI,5.18
1526,MARDİN,MİDYAT,4.35
1547,MARDİN,NUSAYBİN,4.80
1564,MARDİN,ÖMERLİ,4.04
1609,MARDİN,SAVUR,4.68
2002,MARDİN,YEŞİLLİ,5.73
1197,MUĞLA,BODRUM,2.68
1742,MUĞLA,DALAMAN,2.90
1266,MUĞLA,DATÇA,2.43
1331,MUĞLA,FETHİYE,2.95
1958,MUĞLA,KAVAKLIDERE,2.99
1488,MUĞLA,KÖYCEĞİZ,2.87
1517,MUĞLA,MARMARİS,2.76
2089,MUĞLA,MENTEŞE,2.67
1528,MUĞLA,MİLAS,2.86
1831,MUĞLA,ORTACA,2.80
2090,MUĞLA,SEYDİKEMER,2.95
1695,MUĞLA,ULA,2.52
1719,MUĞLA,YATAĞAN,2.83
1534,MUŞ,MERKEZ,4.48
1213,MUŞ,BULANIK,4.78
1801,MUŞ,HASKÖY,5.42
1964,MUŞ,KORKUT,5.96
1510,MUŞ,MALAZGİRT,5.28
1711,MUŞ,VARTO,4.03
1543,NEVŞEHİR,MERKEZ,3.27
1749,NEVŞEHİR,ACIGÖL,3.66
1155,NEVŞEHİR,AVANOS,2.99
1274,NEVŞEHİR,DERİNKUYU,3.94
1367,NEVŞEHİR,GÜLŞEHİR,2.87
1374,NEVŞEHİR,HACIBEKTAŞ,2.44
1485,NEVŞEHİR,KOZAKLI,2.70
1707,NEVŞEHİR,ÜRGÜP,2.86
1544,NİĞDE,MERKEZ,3.32
1876,NİĞDE,ALTUNHİSAR,2.96
1201,NİĞDE,BOR,2.98
1225,NİĞDE,ÇAMARDI,2.79
1904,NİĞDE,ÇİFTLİK,3.74
1700,NİĞDE,ULUKIŞLA,2.31
1119,ORDU,AKKUŞ,2.68
2103,ORDU,ALTINORDU,2.93
1158,ORDU,AYBASTI,2.78
1891,ORDU,ÇAMAŞ,2.69
1897,ORDU,ÇATALPINAR,3.29
1900,ORDU,ÇAYBAŞI,3.33
1328,ORDU,FATSA,3.02
1358,ORDU,GÖLKÖY,2.75
1795,ORDU,GÜLYALI,2.51
1797,ORDU,GÜRGENTEPE,2.60
1947,ORDU,İKİZCE,2.92
1950,ORDU,KABADÜZ,2.30
1951,ORDU,KABATAŞ,2.79
1482,ORDU,KORGAN,3.42
1493,ORDU,KUMRU,3.29
1525,ORDU,MESUDİYE,2.06
1573,ORDU,PERŞEMBE,2.46
1696,ORDU,ULUBEY,2.34
1706,ORDU,ÜNYE,3.03
1586,RİZE,MERKEZ,3.17
1146,RİZE,ARDEŞEN,3.24
1228,RİZE,ÇAMLIHEMŞİN,2.84
1241,RİZE,ÇAYELİ,3.07
1908,RİZE,DEREPAZARI,2.80
1332,RİZE,FINDIKLI,3.00
1796,RİZE,GÜNEYSU,3.00
1943,RİZE,HEMŞİN,2.30
1405,RİZE,İKİZDERE,2.41
1949,RİZE,İYİDERE,3.00
1428,RİZE,KALKANDERE,2.80
1569,RİZE,PAZAR,2.92
2068,SAKARYA,ADAPAZARI,3.34
1123,SAKARYA,AKYAZI,3.57
2069,SAKARYA,ARİFİYE,3.69
2070,SAKARYA,ERENLER,3.70
1925,SAKARYA,FERİZLİ,3.34
1351,SAKARYA,GEYVE,3.42
1391,SAKARYA,HENDEK,3.42
1955,SAKARYA,KARAPÜRÇEK,3.73
1442,SAKARYA,KARASU,2.98
1453,SAKARYA,KAYNARCA,3.69
1818,SAKARYA,KOCAALİ,2.84
1833,SAKARYA,PAMUKOVA,3.25
1595,SAKARYA,SAPANCA,3.36
2071,SAKARYA,SERDİVAN,3.26
1986,SAKARYA,SÖĞÜTLÜ,3.37
1847,SAKARYA,TARAKLI,3.33
1125,SAMSUN,ALAÇAM,3.02
1763,SAMSUN,ASARCIK,4.57
2072,SAMSUN,ATAKUM,2.95
1879,SAMSUN,AYVACIK,3.76
1164,SAMSUN,BAFRA,3.03
2073,SAMSUN,CANİK,3.39
1234,SAMSUN,ÇARŞAMBA,3.58
1386,SAMSUN,HAVZA,3.21
2074,SAMSUN,İLKADIM,3.12
1452,SAMSUN,KAVAK,2.96
1501,SAMSUN,LADİK,2.84
1830,SAMSUN,19 MAYIS,3.15
1838,SAMSUN,SALIPAZARI,3.23
1849,SAMSUN,TEKKEKÖY,3.53
1676,SAMSUN,TERME,3.03
1712,SAMSUN,VEZİRKÖPRÜ,4.13
1993,SAMSUN,YAKAKENT,2.88
1620,SİİRT,MERKEZ,4.73
1179,SİİRT,BAYKAN,4.59
1317,SİİRT,ERUH,4.66
1495,SİİRT,KURTALAN,5.06
1575,SİİRT,PERVARİ,4.99
1662,SİİRT,ŞİRVAN,6.09
1878,SİİRT,TİLLO,4.54
1627,SİNOP,MERKEZ,2.80
1156,SİNOP,AYANCIK,2.57
1204,SİNOP,BOYABAT,2.99
1910,SİNOP,DİKMEN,2.36
1290,SİNOP,DURAĞAN,3.07
1314,SİNOP,ERFELEK,2.59
1349,SİNOP,GERZE,2.62
1981,SİNOP,SARAYDÜZÜ,2.34
1693,SİNOP,TÜRKELİ,2.74
1628,SİVAS,MERKEZ,3.47
1870,SİVAS,AKINCILAR,2.48
1875,SİVAS,ALTINYAYLA,3.97
1282,SİVAS,DİVRİĞİ,2.49
1913,SİVAS,DOĞANŞAR,2.24
1342,SİVAS,GEMEREK,2.86
1927,SİVAS,GÖLOVA,2.28
1373,SİVAS,GÜRÜN,3.03
1376,SİVAS,HAFİK,2.45
1407,SİVAS,İMRANLI,2.36
1431,SİVAS,KANGAL,3.05
1484,SİVAS,KOYULHİSAR,2.27
1646,SİVAS,SUŞEHRİ,2.89
1650,SİVAS,ŞARKIŞLA,3.17
1991,SİVAS,ULAŞ,3.31
1731,SİVAS,YILDIZELİ,3.50
1738,SİVAS,ZARA,2.68
1250,TEKİRDAĞ,ÇERKEZKÖY,3.61
1258,TEKİRDAĞ,ÇORLU,3.13
2094,TEKİRDAĞ,ERGENE,3.42
1388,TEKİRDAĞ,HAYRABOLU,2.96
2095,TEKİRDAĞ,KAPAKLI,3.58
1511,TEKİRDAĞ,MALKARA,2.79
1825,TEKİRDAĞ,MARMARAEREĞLİSİ,2.84
1538,TEKİRDAĞ,MURATLI,3.03
1596,TEKİRDAĞ,SARAY,3.06
2096,TEKİRDAĞ,SÜLEYMANPAŞA,2.85
1652,TEKİRDAĞ,ŞARKÖY,2.51
1679,TOKAT,MERKEZ,3.46
1129,TOKAT,ALMUS,2.62
1151,TOKAT,ARTOVA,3.27
1883,TOKAT,BAŞÇİFTLİK,2.58
1308,TOKAT,ERBAA,3.27
1545,TOKAT,NİKSAR,2.71
1834,TOKAT,PAZAR,3.44
1584,TOKAT,REŞADİYE,2.52
1987,TOKAT,SULUSARAY,3.34
1690,TOKAT,TURHAL,3.12
1858,TOKAT,YEŞİLYURT,3.45
1740,TOKAT,ZİLE,2.84
1113,TRABZON,AKÇAABAT,3.18
1141,TRABZON,ARAKLI,3.38
1150,TRABZON,ARSİN,3.27
1775,TRABZON,BEŞİKDÜZÜ,2.59
1896,TRABZON,ÇARŞIBAŞI,3.10
1244,TRABZON,ÇAYKARA,2.66
1909,TRABZON,DERNEKPAZARI,2.39
1917,TRABZON,DÜZKÖY,3.42
1942,TRABZON,HAYRAT,2.56
1966,TRABZON,KÖPRÜBAŞI,2.37
1507,TRABZON,MAÇKA,2.54
1548,TRABZON,OF,2.89
2097,TRABZON,ORTAHİSAR,3.18
1647,TRABZON,SÜRMENE,2.92
1842,TRABZON,ŞALPAZARI,2.40
1681,TRABZON,TONYA,2.82
1709,TRABZON,VAKFIKEBİR,3.02
1732,TRABZON,YOMRA,3.24
1688,TUNCELİ,MERKEZ,2.67
1247,TUNCELİ,ÇEMİŞGEZEK,2.82
1397,TUNCELİ,HOZAT,2.67
1518,TUNCELİ,MAZGİRT,2.56
1541,TUNCELİ,NAZIMİYE,2.41
1562,TUNCELİ,OVACIK,2.77
1574,TUNCELİ,PERTEK,2.75
1581,TUNCELİ,PÜLÜMÜR,2.22
1115,ŞANLIURFA,AKÇAKALE,7.37
1194,ŞANLIURFA,BİRECİK,4.65
1209,ŞANLIURFA,BOZOVA,4.65
1220,ŞANLIURFA,CEYLANPINAR,5.41
2091,ŞANLIURFA,EYYÜBİYE,5.99
1378,ŞANLIURFA,HALFETİ,4.19
2092,ŞANLIURFA,HALİLİYE,4.73
1800,ŞANLIURFA,HARRAN,7.13
1393,ŞANLIURFA,HİLVAN,5.21
2093,ŞANLIURFA,KARAKÖPRÜ,4.04
1630,ŞANLIURFA,SİVEREK,5.55
1643,ŞANLIURFA,SURUÇ,5.67
1713,ŞANLIURFA,VİRANŞEHİR,5.54
1704,UŞAK,MERKEZ,2.98
1170,UŞAK,BANAZ,3.03
1323,UŞAK,EŞME,2.67
1436,UŞAK,KARAHALLI,2.70
1629,UŞAK,SİVASLI,3.20
1697,UŞAK,ULUBEY,2.60
1770,VAN,BAHÇESARAY,4.54
1175,VAN,BAŞKALE,4.84
1786,VAN,ÇALDIRAN,5.41
1236,VAN,ÇATAK,4.72
1918,VAN,EDREMİT,4.46
1309,VAN,ERCİŞ,5.45
1350,VAN,GEVAŞ,4.81
1372,VAN,GÜRPINAR,4.74
2098,VAN,İPEKYOLU,4.37
1533,VAN,MURADİYE,5.32
1565,VAN,ÖZALP,5.71
1980,VAN,SARAY,5.07
2099,VAN,TUŞBA,4.69
1733,YOZGAT,MERKEZ,3.13
1117,YOZGAT,AKDAĞMADENİ,3.14
1877,YOZGAT,AYDINCIK,3.14
1198,YOZGAT,BOĞAZLIYAN,3.00
1895,YOZGAT,ÇANDIR,2.42
1242,YOZGAT,ÇAYIRALAN,2.50
1245,YOZGAT,ÇEKEREK,3.06
1952,YOZGAT,KADIŞEHRİ,3.39
1982,YOZGAT,SARAYKENT,3.34
1602,YOZGAT,SARIKAYA,3.00
1635,YOZGAT,SORGUN,3.24
1655,YOZGAT,ŞEFAATLİ,2.82
1998,YOZGAT,YENİFAKILI,2.70
1726,YOZGAT,YERKÖY,2.94
1741,ZONGULDAK,MERKEZ,2.78
1758,ZONGULDAK,ALAPLI,3.24
1240,ZONGULDAK,ÇAYCUMA,3.01
1276,ZONGULDAK,DEVREK,2.51
1313,ZONGULDAK,EREĞLİ,3.13
1926,ZONGULDAK,GÖKÇEBEY,2.88
2100,ZONGULDAK,KİLİMLİ,2.88
2101,ZONGULDAK,KOZLU,2.81
1120,AKSARAY,MERKEZ,3.44
1860,AKSARAY,AĞAÇÖREN,2.82
1921,AKSARAY,ESKİL,4.00
1932,AKSARAY,GÜLAĞAÇ,3.55
1861,AKSARAY,GÜZELYURT,3.15
1557,AKSARAY,ORTAKÖY,3.16
1866,AKSARAY,SARIYAHŞİ,2.78
2106,AKSARAY,SULTANHANI,3.76
1176,BAYBURT,MERKEZ,3.30
1767,BAYBURT,AYDINTEPE,2.94
1788,BAYBURT,DEMİRÖZÜ,3.04
1439,KARAMAN,MERKEZ,3.16
1768,KARAMAN,AYRANCI,2.61
1884,KARAMAN,BAŞYAYLA,2.97
1316,KARAMAN,ERMENEK,2.78
1862,KARAMAN,KAZIMKARABEKİR,2.75
1983,KARAMAN,SARIVELİLER,3.17
1469,KIRIKKALE,MERKEZ,3.05
1880,KIRIKKALE,BAHŞILI,2.83
1882,KIRIKKALE,BALIŞEYH,2.78
1901,KIRIKKALE,ÇELEBİ,2.29
1268,KIRIKKALE,DELİCE,2.34
1954,KIRIKKALE,KARAKEÇİLİ,3.00
1463,KIRIKKALE,KESKİN,2.75
1638,KIRIKKALE,SULAKYURT,2.23
1992,KIRIKKALE,YAHŞİHAN,2.73
1174,BATMAN,MERKEZ,4.99
1184,BATMAN,BEŞİRİ,5.30
1345,BATMAN,GERCÜŞ,4.21
1941,BATMAN,HASANKEYF,4.29
1487,BATMAN,KOZLUK,6.01
1607,BATMAN,SASON,5.09
1661,ŞIRNAK,MERKEZ,5.12
1189,ŞIRNAK,BEYTÜŞŞEBAP,4.80
1223,ŞIRNAK,CİZRE,5.76
1931,ŞIRNAK,GÜÇLÜKONAK,5.09
1403,ŞIRNAK,İDİL,6.04
1623,ŞIRNAK,SİLOPİ,6.51
1698,ŞIRNAK,ULUDERE,5.16
1172,BARTIN,MERKEZ,3.10
1761,BARTIN,AMASRA,2.64
1496,BARTIN,KURUCAŞİLE,2.35
1701,BARTIN,ULUS,2.41
1144,ARDAHAN,MERKEZ,3.43
1252,ARDAHAN,ÇILDIR,3.25
2008,ARDAHAN,DAMAL,2.45
1356,ARDAHAN,GÖLE,3.38
1380,ARDAHAN,HANAK,2.93
1579,ARDAHAN,POSOF,3.15
1398,IĞDIR,MERKEZ,4.04
1142,IĞDIR,ARALIK,4.33
2011,IĞDIR,KARAKOYUNLU,4.06
1692,IĞDIR,TUZLUCA,3.97
1716,YALOVA,MERKEZ,3.11
2019,YALOVA,ALTINOVA,3.27
2020,YALOVA,ARMUTLU,2.85
2021,YALOVA,ÇINARCIK,2.47
2022,YALOVA,ÇİFTLİKKÖY,2.99
2026,YALOVA,TERMAL,3.02
1433,KARABÜK,MERKEZ,2.86
1296,KARABÜK,EFLANİ,2.69
1321,KARABÜK,ESKİPAZAR,2.52
1561,KARABÜK,OVACIK,2.28
1587,KARABÜK,SAFRANBOLU,2.87
1856,KARABÜK,YENİCE,2.44
1476,KİLİS,MERKEZ,3.48
2023,KİLİS,ELBEYLİ,3.53
2024,KİLİS,MUSABEYLİ,3.75
2025,KİLİS,POLATELİ,3.80
1560,OSMANİYE,MERKEZ,3.65
1165,OSMANİYE,BAHÇE,3.34
1743,OSMANİYE,DÜZİÇİ,3.64
2027,OSMANİYE,HASANBEYLİ,3.03
1423,OSMANİYE,KADİRLİ,3.31
2028,OSMANİYE,SUMBAS,3.26
2029,OSMANİYE,TOPRAKKALE,3.89
1292,DÜZCE,MERKEZ,3.35
1116,DÜZCE,AKÇAKOCA,2.91
1784,DÜZCE,CUMAYERİ,3.31
1905,DÜZCE,ÇİLİMLİ,3.49
1794,DÜZCE,GÖLYAKA,3.29
2017,DÜZCE,GÜMÜŞOVA,3.24
2031,DÜZCE,KAYNAŞLI,3.22
1730,DÜZCE,YIĞILCA,3.00
