REGION,ID_0,NAME_0,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON
South_Asia,IND,India,263490894.0,2889036651624.0,600372440203.0,0.0,0.0,1463864122.0,19739160543.0,3489409092930.0,6131791502.0
South_Asia,LKA,Sri Lanka,7690508.0,99407543622.0,18110760050.0,0.0,0.0,23191393.0,551343941.0,117518303714.0,266568825.0
South_Asia,NPL,Nepal,6208955.0,213708932017.0,39721312665.0,0.0,0.0,29554293.0,820302953.0,253430244501.0,337451544.0
South_Asia,PAK,Pakistan,38920687.0,714252559079.0,138709871712.0,0.0,0.0,255219545.0,3563925417.0,852962430755.0,1548013990.0
Southeast_Asia,BRN,Brunei,76028.0,6315181248.0,1351603788.0,0.0,0.0,466332.0,9184695.0,7666785069.0,4145941.0
Southeast_Asia,IDN,Indonesia,47334676.0,1784467280567.0,354823236126.0,0.0,0.0,285721238.0,5363409672.0,2139290516680.0,2167605863.0
Southeast_Asia,KHM,Cambodia,3765512.0,57280049965.0,13010006816.0,0.0,0.0,14908516.0,303475176.0,70290056726.0,69291900.0
Southeast_Asia,LAO,Laos,1769370.0,30273582394.0,7589203366.0,0.0,0.0,7873049.0,134724967.0,37862785718.0,51007780.0
Southeast_Asia,MMR,Myanmar,12780866.0,108168783782.0,24568391858.0,0.0,0.0,54850654.0,729537715.0,132737173883.0,116567637.0
Southeast_Asia,MYS,Malaysia,8342172.0,389794576275.0,78578704418.0,0.0,0.0,35977826.0,1140349724.0,468373280645.0,475451007.0
Southeast_Asia,PHL,Philippines,27809967.0,441290986134.0,86543692118.0,0.0,0.0,116671463.0,1464874357.0,527834673651.0,580128210.0
Southeast_Asia,SGP,Singapore,117953.0,1106551890481.0,210351583733.0,0.0,0.0,5868089.0,562712999.0,1316903478224.0,275166914.0
Southeast_Asia,THA,Thailand,21907789.0,781419462046.0,169834977733.0,0.0,0.0,71619862.0,2372044638.0,951254439790.0,898598790.0
Southeast_Asia,TLS,Timor-Leste,257071.0,9369573737.0,2245355982.0,0.0,0.0,1381595.0,28562845.0,11614929750.0,10411600.0
Southeast_Asia,VNM,Vietnam,27607989.0,473331603264.0,105918353689.0,0.0,0.0,101598507.0,2346008888.0,579249957001.0,1042166353.0
